"893529", 49
"621852", 47
"708120", 47
"412818", 45
"378105", 42
"434700", 39
"278691", 39
"545475", 34
"273357", 33
"946995", 32
"707196", 32
"388794", 30
"097041", 30
"526932", 29
"245784", 26
"583107", 26
"474558", 25
"720006", 24
"72723", 24
"267645", 24
"335706", 24
"890064", 24
"916293", 23
"74949", 23
"720468", 23
"284529", 23
"799764", 23
"424683", 23
"780822", 23
"63777", 23
"259728", 23
"435036", 23
"8505", 23
"204183", 23
"324387", 23
"674982", 23
"869862", 23
"169890", 23
"751212", 23
"422814", 23
"666267", 23
"649215", 23
"645750", 23
"92253", 23
"631722", 23
"357336", 23
"571746", 22
"699930", 22
"405279", 22
"285390", 22
"422415", 22
"737667", 22
"674856", 22
"696276", 22
"566370", 22
"829164", 22
"897036", 22
"192087", 22
"76692", 22
"979608", 22
"429828", 22
"235641", 22
"742266", 22
"401646", 22
"566307", 22
"687582", 22
"816375", 22
"216216", 22
"81648", 22
"4032", 22
"211890", 22
"279384", 22
"609798", 22
"52920", 22
"212373", 22
"350994", 22
"410676", 22
"127701", 22
"354963", 22
"281211", 22
"238560", 22
"798315", 22
"968373", 21
"667590", 21
"246960", 21
"942438", 21
"797475", 21
"125433", 21
"825531", 21
"770994", 21
"138852", 21
"587496", 21
"932001", 21
"493647", 21
"927108", 21
"86919", 21
"495747", 21
"564774", 21
"855687", 21
"512400", 21
"829752", 21
"631953", 21
"54285", 21
"312564", 21
"413784", 21
"30996", 21
"502908", 21
"581637", 21
"303030", 21
"666603", 21
"229929", 21
"469665", 21
"479073", 21
"847140", 21
"696633", 21
"971292", 21
"302820", 21
"269241", 21
"701568", 21
"464037", 21
"121422", 21
"971733", 21
"525630", 21
"886431", 21
"748965", 21
"892122", 21
"891387", 21
"533505", 21
"895083", 21
"252126", 21
"794997", 21
"78309", 21
"742350", 21
"164304", 21
"44856", 21
"129528", 21
"354375", 21
"308217", 21
"3234", 21
"843297", 21
"678468", 21
"535227", 21
"885045", 21
"278607", 21
"789348", 21
"647703", 21
"715449", 21
"399105", 20
"836031", 20
"151599", 20
"429639", 20
"715806", 20
"300993", 20
"227997", 20
"496398", 20
"338226", 20
"794430", 20
"476070", 20
"197526", 20
"18291", 20
"529536", 20
"280665", 20
"510300", 20
"284193", 20
"542934", 20
"438228", 20
"32760", 20
"509712", 20
"105105", 20
"72891", 20
"859488", 20
"846762", 20
"841869", 20
"284046", 20
"465171", 20
"595371", 20
"928305", 20
"544530", 20
"691593", 20
"651651", 20
"716772", 20
"305403", 20
"890736", 20
"46263", 20
"258594", 20
"116235", 20
"221319", 20
"637581", 20
"361347", 20
"329952", 20
"24885", 20
"370461", 20
"598080", 20
"818454", 20
"881496", 20
"548940", 20
"837081", 20
"73920", 20
"727650", 20
"643944", 20
"385581", 20
"847035", 20
"993930", 20
"348915", 20
"93366", 20
"443877", 20
"162183", 20
"411894", 20
"667527", 20
"287553", 20
"415695", 20
"810810", 20
"546966", 20
"636489", 20
"357231", 20
"634074", 20
"252063", 20
"592473", 20
"758877", 20
"381549", 20
"958314", 20
"438963", 20
"642327", 20
"414015", 20
"434826", 20
"374115", 20
"423381", 20
"155946", 20
"251013", 20
"598017", 20
"33684", 20
"259413", 20
"237279", 20
"671433", 20
"634305", 20
"294189", 20
"636720", 20
"547554", 20
"85869", 20
"854679", 20
"912765", 20
"554757", 20
"251286", 20
"883155", 20
"41601", 20
"577269", 20
"136437", 20
"699552", 20
"233751", 20
"559335", 20
"573510", 20
"654213", 20
"943362", 20
"737961", 20
"505008", 20
"388983", 20
"404355", 20
"289905", 20
"751842", 20
"719754", 20
"49182", 20
"816837", 20
"351939", 20
"72135", 20
"783027", 20
"609084", 20
"576135", 20
"878724", 20
"206220", 20
"563367", 20
"967512", 20
"534723", 20
"304374", 20
"54096", 20
"348033", 20
"249333", 20
"715869", 20
"308280", 20
"968184", 20
"95655", 20
"881559", 20
"534513", 20
"592851", 20
"2310", 20
"304080", 20
"209055", 20
"710136", 20
"858711", 20
"510594", 20
"373947", 20
"644595", 20
"792456", 20
"618513", 20
"648648", 20
"529956", 20
"805035", 20
"690627", 20
"546630", 20
"4893", 20
"290892", 20
"77679", 20
"34398", 20
"374493", 20
"727692", 20
"454062", 20
"92883", 19
"177156", 19
"966504", 19
"457149", 19
"828219", 19
"38409", 19
"322329", 19
"722379", 19
"615741", 19
"441273", 19
"101577", 19
"609", 19
"821835", 19
"235032", 19
"943782", 19
"158550", 19
"503622", 19
"218337", 19
"899661", 19
"773955", 19
"660870", 19
"564690", 19
"686217", 19
"372855", 19
"728721", 19
"345366", 19
"554631", 19
"81963", 19
"140616", 19
"396858", 19
"304941", 19
"769503", 19
"454482", 19
"230664", 19
"482748", 19
"442428", 19
"558075", 19
"774795", 19
"21504", 19
"437934", 19
"704319", 19
"536109", 19
"82383", 19
"789663", 19
"192486", 19
"644574", 19
"176778", 19
"328104", 19
"595140", 19
"724815", 19
"84", 19
"537957", 19
"860286", 19
"587412", 19
"746886", 19
"260232", 19
"533358", 19
"755244", 19
"118944", 19
"426447", 19
"577920", 19
"66003", 19
"757512", 19
"567063", 19
"76482", 19
"292635", 19
"576177", 19
"981582", 19
"264537", 19
"316197", 19
"350154", 19
"409815", 19
"48636", 19
"89628", 19
"711963", 19
"806127", 19
"512169", 19
"499002", 19
"404943", 19
"94353", 19
"537537", 19
"110082", 19
"716919", 19
"86625", 19
"684705", 19
"925806", 19
"739767", 19
"860664", 19
"165480", 19
"272391", 19
"694596", 19
"333942", 19
"357378", 19
"503013", 19
"307734", 19
"280581", 19
"871647", 19
"788991", 19
"971880", 19
"276192", 19
"807744", 19
"161553", 19
"317835", 19
"309162", 19
"503580", 19
"603960", 19
"340683", 19
"453243", 19
"436758", 19
"853482", 19
"50673", 19
"746697", 19
"248598", 19
"707805", 19
"522270", 19
"328125", 19
"743274", 19
"110439", 19
"318318", 19
"155463", 19
"395451", 19
"641214", 19
"959196", 19
"751044", 19
"243054", 19
"499044", 19
"196161", 19
"524055", 19
"40131", 19
"373569", 19
"906171", 19
"453810", 19
"720111", 19
"543123", 19
"99582", 19
"173040", 19
"361326", 19
"702261", 19
"178920", 19
"882063", 19
"132132", 19
"281967", 19
"970998", 19
"933051", 19
"522123", 19
"441462", 19
"391293", 19
"137571", 19
"555786", 19
"589533", 19
"709821", 19
"364455", 19
"866733", 19
"300027", 19
"682101", 19
"526071", 19
"965013", 19
"309624", 19
"788382", 19
"502278", 19
"272097", 19
"382683", 19
"692874", 19
"841428", 19
"530103", 19
"866754", 19
"772002", 19
"197064", 19
"421974", 19
"425040", 19
"28329", 19
"918561", 19
"298011", 19
"384846", 19
"739242", 19
"908271", 19
"695415", 19
"82929", 19
"295008", 19
"430143", 19
"270984", 19
"918162", 19
"849765", 19
"161070", 19
"760242", 19
"606753", 19
"249669", 19
"551586", 19
"245301", 19
"434763", 19
"869589", 19
"542283", 19
"675885", 19
"684495", 19
"602322", 19
"39627", 19
"221970", 19
"914319", 19
"968100", 19
"60081", 19
"496083", 19
"137613", 19
"956865", 19
"866586", 19
"456582", 19
"581385", 19
"118482", 19
"664986", 19
"965118", 19
"959175", 19
"509019", 19
"85281", 19
"50547", 19
"633465", 19
"140784", 19
"451248", 19
"607152", 19
"723513", 19
"477771", 19
"717087", 19
"528024", 19
"29442", 19
"708624", 19
"705285", 19
"747243", 19
"861903", 19
"174237", 19
"586194", 19
"333858", 19
"895797", 19
"717129", 19
"880152", 19
"765849", 19
"111951", 19
"985131", 19
"630546", 19
"458199", 19
"817215", 19
"481131", 19
"808164", 19
"913983", 19
"759087", 19
"569121", 19
"301875", 19
"903441", 19
"320964", 19
"478527", 19
"111006", 19
"618387", 19
